title,address,access,age,floor,fee,management_fee,deposit,gratuity,floor_plan,area
三ツ木コーポ富士見台,東京都調布市富士見町３,"
京王線/調布駅 歩17分
京王線/西調布駅 歩15分
京王線/飛田給駅 歩24分
","
築33年
4階建
","
											2階",5.8万円,5000円,-,-,1K,20.82m2
三ツ木コーポ富士見台,東京都調布市富士見町３,"
京王線/調布駅 歩17分
京王線/西調布駅 歩15分
京王線/飛田給駅 歩24分
","
築33年
4階建
","
											4階",9.1万円,5000円,-,-,1LDK,38.37m2
シャンブル調布,東京都調布市下石原３,"
京王線/調布駅 歩12分
京王相模原線/京王多摩川駅 歩10分
京王線/西調布駅 歩12分
","
築28年
2階建
","
											1階",5.8万円,2000円,5.8万円,5.8万円,1K,22.35m2
コーポサンケン,東京都調布市布田５,"
京王線/調布駅 歩10分
京王相模原線/京王多摩川駅 歩10分
京王線/布田駅 歩17分
","
築32年
2階建
","
											2階",4.9万円,1000円,-,-,1K,19m2
京王線 布田駅 2階建 築21年,東京都調布市国領町５,"
京王線/布田駅 歩2分
京王線/国領駅 歩11分
京王線/調布駅 歩11分
","
築21年
2階建
","
											1階",3.7万円,3000円,3.7万円,-,ワンルーム,12.15m2
京王線 布田駅 2階建 築21年,東京都調布市国領町５,"
京王線/布田駅 歩2分
京王線/国領駅 歩11分
京王線/調布駅 歩11分
","
築21年
2階建
","
											2階",3.8万円,3000円,3.8万円,-,ワンルーム,12.15m2
京王線 仙川駅 2階建 築36年,東京都調布市入間町１,"
京王線/仙川駅 歩18分
小田急線/成城学園前駅 歩22分
京王線/つつじヶ丘駅 歩28分
","
築36年
2階建
","
											2階",8万円,-,8万円,8万円,2DK,34.99m2
ビラ入間,東京都調布市入間町１,"
京王線/仙川駅 歩18分
小田急線/成城学園前駅 歩18分
小田急線/喜多見駅 歩25分
","
築36年
2階建
","
											2階",8万円,-,8万円,8万円,2DK,34.99m2
コーポニューリバー３,東京都調布市緑ケ丘１,"
京王線/仙川駅 歩18分


","
築32年
2階建
","
											2階",6.5万円,2000円,-,-,2K,34.02m2
京王線 調布駅 3階建 築30年,東京都調布市調布ケ丘４,"
京王線/調布駅 歩12分
京王線/布田駅 歩20分
京王線/国領駅 歩22分
","
築30年
3階建
","
											3階",6.3万円,2000円,6.3万円,6.3万円,1K,20m2
京王線 西調布駅 2階建 築48年,東京都調布市下石原１,"
京王線/西調布駅 歩6分
京王線/調布駅 歩16分
京王線/飛田給駅 歩15分
","
築48年
2階建
","
											2階",5.2万円,1000円,5.2万円,5.2万円,1K,20m2
カーサフレスコ　Ａ,東京都調布市柴崎１,"
京王線/柴崎駅 歩5分
京王線/国領駅 歩13分
京王線/つつじヶ丘駅 歩16分
","
築32年
2階建
","
											1階",4万円,2000円,4万円,-,ワンルーム,16m2
京王線 調布駅 2階建 築36年,東京都調布市深大寺元町４,"
京王線/調布駅 バス6分 (バス停)深大寺入口 歩4分
京王線/つつじヶ丘駅 バス8分 (バス停)深大寺入口 歩4分
京王線/西調布駅 バス7分 (バス停)大沢橋・羽沢小学校前 歩6分
","
築36年
2階建
","
											2階",3.5万円,2000円,3.5万円,-,1K,23.9m2
京王線 調布駅 2階建 築36年,東京都調布市深大寺元町４,"
京王線/調布駅 バス6分 (バス停)深大寺入口 歩4分
京王線/つつじヶ丘駅 バス8分 (バス停)深大寺入口 歩4分
京王線/西調布駅 バス7分 (バス停)大沢橋・羽沢小学校前 歩6分
","
築36年
2階建
","
											1階",4万円,1000円,4万円,-,1K,22.35m2
京王線 調布駅 2階建 築36年,東京都調布市深大寺元町４,"
京王線/調布駅 バス6分 (バス停)深大寺入口 歩4分
京王線/つつじヶ丘駅 バス8分 (バス停)深大寺入口 歩4分
京王線/西調布駅 バス7分 (バス停)大沢橋・羽沢小学校前 歩6分
","
築36年
2階建
","
											2階",4万円,1000円,4万円,-,1K,22.35m2
京王線 調布駅 2階建 築36年,東京都調布市深大寺元町４,"
京王線/調布駅 バス6分 (バス停)深大寺入口 歩4分
京王線/つつじヶ丘駅 バス8分 (バス停)深大寺入口 歩4分
京王線/西調布駅 バス7分 (バス停)大沢橋・羽沢小学校前 歩6分
","
築36年
2階建
","
											1階",4万円,1000円,4万円,-,1K,22.35m2
京王線 調布駅 2階建 築36年,東京都調布市深大寺元町４,"
京王線/調布駅 バス6分 (バス停)深大寺入口 歩4分
京王線/つつじヶ丘駅 バス8分 (バス停)深大寺入口 歩4分
京王線/西調布駅 バス7分 (バス停)大沢橋・羽沢小学校前 歩6分
","
築36年
2階建
","
											2階",4万円,1000円,4万円,-,1K,22.35m2
京王線 調布駅 平屋 築44年,東京都調布市深大寺元町３,"
京王線/調布駅 歩23分
京王線/西調布駅 歩27分
京王線/布田駅 歩24分
","
築44年
平屋
","
											1階",9万円,-,9万円,9万円,3DK,40m2
メゾン萩,東京都調布市緑ケ丘１,"
京王線/仙川駅 歩8分
京王線/つつじヶ丘駅 歩20分
京王線/千歳烏山駅 歩27分
","
築40年
2階建
","
											2階",4万円,-,4万円,-,1K,18.5m2
メゾン萩,東京都調布市緑ケ丘１,"
京王線/仙川駅 歩8分
京王線/つつじヶ丘駅 歩20分
京王線/千歳烏山駅 歩27分
","
築40年
2階建
","
											2階",5万円,-,-,-,ワンルーム,19.44m2
ハイム国領,東京都調布市国領町４,"
京王線/国領駅 歩5分
京王線/布田駅 歩11分
京王線/柴崎駅 歩19分
","
築37年
2階建
","
											2階",4.6万円,3000円,-,-,ワンルーム,12.15m2
京王線 国領駅 2階建 築32年,東京都調布市国領町４,"
京王線/国領駅 歩4分
京王線/布田駅 歩10分
京王線/調布駅 歩18分
","
築32年
2階建
","
											1階",4.5万円,2000円,-,-,ワンルーム,12.88m2
京王線 国領駅 2階建 築32年,東京都調布市国領町４,"
京王線/国領駅 歩4分
京王線/布田駅 歩10分
京王線/調布駅 歩18分
","
築32年
2階建
","
											2階",4.7万円,2000円,-,-,ワンルーム,12.88m2
飛田給コーポ,東京都調布市飛田給２,"
京王線/飛田給駅 歩3分
京王線/西調布駅 歩13分
京王線/武蔵野台駅 歩16分
","
築37年
2階建
","
											2階",4.4万円,3000円,-,-,1K,17.64m2
京王線 つつじヶ丘駅 4階建 築31年,東京都調布市柴崎２,"
京王線/つつじヶ丘駅 歩10分
京王線/柴崎駅 歩10分
京王線/国領駅 歩18分
","
築31年
4階建
","
											2階",4.3万円,2000円,-,-,1K,18.5m2
京王線 つつじヶ丘駅 4階建 築31年,東京都調布市柴崎２,"
京王線/つつじヶ丘駅 歩10分
京王線/柴崎駅 歩10分
京王線/国領駅 歩18分
","
築31年
4階建
","
											3階",4.5万円,-,-,-,1K,18.5m2
調布ヶ丘ハウス,東京都調布市調布ケ丘２,"
京王線/調布駅 歩10分
京王相模原線/京王多摩川駅 歩27分
KEIOバス/調布ヶ丘交差点 歩1分
","
築34年
2階建
","
											1階",5.3万円,2000円,5.3万円,5.3万円,1K,21m2
京王線 つつじヶ丘駅 2階建 築37年,東京都調布市柴崎２,"
京王線/つつじヶ丘駅 歩19分
京王線/柴崎駅 歩19分
京王線/国領駅 歩25分
","
築37年
2階建
","
											1-2階",15.5万円,5000円,15.5万円,15.5万円,3SLDK,80.21m2
メゾン菊野台,東京都調布市菊野台１,"
京王線/柴崎駅 歩5分
京王線/国領駅 歩14分
京王線/つつじヶ丘駅 歩14分
","
築33年
2階建
","
											1階",4.2万円,-,4.2万円,4.2万円,ワンルーム,18m2
京王線 仙川駅 2階建 築33年,東京都調布市若葉町１,"
京王線/仙川駅 歩12分
京王線/つつじヶ丘駅 歩10分
京王線/柴崎駅 歩20分
","
築33年
2階建
","
											2階",7万円,3000円,7万円,7万円,1K,26m2
吾喰ビル,東京都調布市深大寺東町８,"
ＪＲ総武線/三鷹駅 バス12分 (バス停)航研前 歩5分
ＪＲ中央線/武蔵境駅 バス17分 (バス停)医師会館 歩6分
京王線/調布駅 バス18分 (バス停)航研前 歩5分
","
築36年
4階建
","
											2階",4.8万円,2000円,-,-,1K,16.89m2
京王線 西調布駅 2階建 築33年,東京都調布市富士見町２,"
京王線/西調布駅 歩12分
京王線/調布駅 歩13分
京王相模原線/京王多摩川駅 歩21分
","
築33年
2階建
","
											1階",5万円,2000円,-,-,1K,17.5m2
リオグランデ国領,東京都調布市国領町７,"
京王線/国領駅 歩12分
京王線/柴崎駅 歩17分
京王線/調布駅 歩29分
","
築8年
2階建
","
											1階",5.5万円,3000円,5.5万円,-,ワンルーム,17.17m2
桂ハイツ,東京都調布市上石原１,"
京王線/西調布駅 歩1分
京王線/調布駅 歩15分
京王線/飛田給駅 歩10分
","
築35年
2階建
","
											1階",3.8万円,2000円,-,-,1K,18m2
ラクレールリビエール,東京都調布市調布ケ丘１,"
京王線/調布駅 歩7分
京王線/布田駅 歩12分
京王線/国領駅 歩18分
","
築36年
2階建
","
											1階",4.2万円,2000円,4.2万円,-,ワンルーム,16.56m2
ラクレールリビエール,東京都調布市調布ケ丘１,"
京王線/調布駅 歩7分
京王線/布田駅 歩12分
京王線/国領駅 歩18分
","
築36年
2階建
","
											1階",4.7万円,2000円,4.7万円,-,ワンルーム,16.56m2
京王線 仙川駅 2階建 築8年,東京都調布市緑ケ丘１,"
京王線/仙川駅 歩15分


","
築8年
2階建
","
											2階",6万円,2000円,-,-,1K,17.8m2
京王線 仙川駅 2階建 築34年,東京都調布市若葉町１,"
京王線/仙川駅 歩9分
京王線/つつじヶ丘駅 歩5分
京王線/柴崎駅 歩18分
","
築34年
2階建
","
											1階",4.2万円,2100円,4.2万円,-,1K,16.5m2
京王線 調布駅 2階建 築29年,東京都調布市深大寺南町５,"
京王線/調布駅 バス10分 (バス停)青渭神社前 歩31分
ＪＲ中央線/吉祥寺駅 バス20分 (バス停)青渭神社前 歩2分

","
築29年
2階建
","
											2階",7.1万円,5000円,-,-,2DK,39.7m2
京王線 調布駅 2階建 築29年,東京都調布市深大寺南町５,"
京王線/調布駅 バス10分 (バス停)青渭神社前 歩31分
ＪＲ中央線/吉祥寺駅 バス20分 (バス停)青渭神社前 歩2分

","
築29年
2階建
","
											2階",11.4万円,-,-,-,2DK,39.7m2
ウィスタリア国領,東京都調布市国領町４,"
京王線/国領駅 歩7分
京王線/布田駅 歩15分
京王線/柴崎駅 歩15分
","
築34年
地下1地上4階建
","
											3階",4.6万円,-,4.6万円,4.6万円,ワンルーム,15.55m2
京王線 調布駅 2階建 築42年,東京都調布市調布ケ丘４,"
京王線/調布駅 歩15分
京王線/西調布駅 歩25分
京王線/布田駅 歩23分
","
築42年
2階建
","
											1階",6万円,-,6万円,6万円,2DK,42.12m2
京王線 柴崎駅 2階建 築35年,東京都調布市佐須町４,"
京王線/柴崎駅 歩15分
京王線/国領駅 歩18分
京王線/布田駅 歩19分
","
築35年
2階建
","
											2階",6.5万円,-,6.5万円,6.5万円,2K,35.12m2
京王線 西調布駅 2階建 築34年,東京都調布市富士見町３,"
京王線/西調布駅 歩13分
京王線/飛田給駅 歩21分
京王線/調布駅 歩24分
","
築34年
2階建
","
											1階",4.3万円,2000円,4.3万円,4.3万円,1K,18.35m2
京王線 西調布駅 2階建 築34年,東京都調布市富士見町３,"
京王線/西調布駅 歩13分
京王線/飛田給駅 歩21分
京王線/調布駅 歩24分
","
築34年
2階建
","
											2階",4.5万円,2000円,4.5万円,4.5万円,1K,17.8m2
京王線 西調布駅 2階建 築34年,東京都調布市富士見町３,"
京王線/西調布駅 歩13分
京王線/飛田給駅 歩21分
京王線/調布駅 歩24分
","
築34年
2階建
","
											2階",4.5万円,2000円,4.5万円,4.5万円,1K,17.8m2
京王線 西調布駅 2階建 築34年,東京都調布市富士見町３,"
京王線/西調布駅 歩13分
京王線/飛田給駅 歩21分
京王線/調布駅 歩24分
","
築34年
2階建
","
											2階",4.5万円,2000円,4.5万円,4.5万円,1K,17.8m2
京王線 布田駅 2階建 築45年,東京都調布市調布ケ丘３,"
京王線/布田駅 歩10分
京王線/調布駅 歩15分
京王線/国領駅 歩14分
","
築45年
2階建
","
											1階",4.7万円,2000円,4.7万円,4.7万円,1DK,26m2
カルム深大寺,東京都調布市調布ケ丘３,"
京王線/布田駅 歩9分
京王線/調布駅 歩17分
京王線/国領駅 歩14分
","
築45年
2階建
","
											1階",4.7万円,2000円,4.7万円,4.7万円,1DK,26m2
パストラルマンションＭ,東京都調布市東つつじケ丘３,"
京王線/つつじヶ丘駅 歩11分
京王線/柴崎駅 歩18分
京王線/仙川駅 歩18分
","
築33年
3階建
","
											2階",5.8万円,3000円,5.8万円,5.8万円,1K,18.9m2
京王線 調布駅 2階建 築35年,東京都調布市小島町２,"
京王線/調布駅 歩7分
京王相模原線/京王多摩川駅 歩12分
京王線/西調布駅 歩19分
","
築35年
2階建
","
											2階",4.5万円,2000円,-,-,ワンルーム,19.04m2
京王線 国領駅 2階建 築39年,東京都調布市佐須町３,"
京王線/国領駅 歩12分
京王線/調布駅 歩17分
京王線/布田駅 歩12分
","
築39年
2階建
","
											2階",6万円,2000円,6万円,-,1DK,29.15m2
ムーンシャトル,東京都調布市菊野台３,"
京王線/つつじヶ丘駅 歩7分
京王線/柴崎駅 歩7分
京王線/国領駅 歩19分
","
築37年
2階建
","
											2階",5.3万円,2000円,5.3万円,-,ワンルーム,17m2
京王線 国領駅 3階建 築34年,東京都調布市国領町４,"
京王線/国領駅 歩3分
京王線/布田駅 歩7分
京王線/柴崎駅 歩15分
","
築34年
3階建
","
											3階",5.7万円,-,5.7万円,5.7万円,ワンルーム,18.6m2
調布南ハイツ,東京都調布市布田４,"
京王線/調布駅 歩2分
京王線/布田駅 歩10分
京王相模原線/京王多摩川駅 歩19分
","
築39年
3階建
","
											3階",5.4万円,2000円,5.4万円,5.4万円,1K,19.8m2
フォレストヒルズI,東京都調布市深大寺北町５,"
ＪＲ中央線/三鷹駅 バス13分 (バス停)調布北高校前 歩5分


","
築33年
2階建
","
											2階",9.8万円,2000円,9.8万円,-,2LDK,50.09m2
フォレストヒルズI,東京都調布市深大寺北町５,"
ＪＲ中央線/三鷹駅 バス13分 (バス停)調布北高校前 歩5分


","
築33年
2階建
","
											1階",9.8万円,2000円,9.8万円,-,2LDK,50.09m2
ブランシェ天文館I,東京都調布市深大寺北町７,"
京王線/西調布駅 歩34分
京王線/調布駅 歩37分
京王線/飛田給駅 歩41分
","
築17年
1階建
","
											1階",9.6万円,3000円,9.6万円,9.6万円,1LDK,48.35m2
京王線 調布駅 2階建 築35年,東京都調布市小島町２,"
京王線/調布駅 歩7分
京王相模原線/京王多摩川駅 歩13分
京王線/西調布駅 歩16分
","
築35年
2階建
","
											1階",4.7万円,2000円,-,-,ワンルーム,13.2m2
ふじハイツ,東京都調布市東つつじケ丘２,"
京王線/つつじヶ丘駅 歩3分
京王線/仙川駅 歩13分
京王線/柴崎駅 歩17分
","
築40年
2階建
","
											2階",4.9万円,3000円,4.9万円,-,1K,17.36m2
小田急線 成城学園前駅 2階建 築8年,東京都調布市入間町３,"
小田急線/成城学園前駅 歩21分
小田急線/成城学園前駅 バス6分 (バス停)中央電通学園前 歩3分
京王線/仙川駅 歩23分
","
築8年
2階建
","
											1-2階",27万円,-,27万円,27万円,4LDK,91.53m2
入間町３丁目戸建,東京都調布市入間町３,"
小田急線/成城学園前駅 歩21分
小田急線/成城学園前駅 バス6分 (バス停)中央電通学園前 歩3分
京王線/仙川駅 歩23分
","
築8年
2階建
","
											1-2階",27万円,-,27万円,27万円,4LDK,91.53m2
入間町３丁目戸建,東京都調布市入間町３,"
小田急線/成城学園前駅 歩21分
小田急線/成城学園前駅 バス6分 (バス停)中央電通学園前 歩3分
京王線/仙川駅 歩23分
","
築8年
2階建
","
											1-2階",27万円,-,27万円,27万円,4LDK,91.53m2
京王線 調布駅 地下2地上2階建 築14年,東京都調布市調布ケ丘４,"
京王線/調布駅 歩16分


","
築14年
地下2地上2階建
","
											2階",7.2万円,3000円,-,7.2万円,1K,31.07m2
京王線 調布駅 2階建 築45年,東京都調布市下石原１,"
京王線/調布駅 歩13分
京王線/西調布駅 歩11分
京王線/飛田給駅 歩19分
","
築45年
2階建
","
											2階",7万円,1000円,7万円,7万円,2K,34.71m2
京王線 つつじヶ丘駅 3階建 築35年,東京都調布市東つつじケ丘３,"
京王線/つつじヶ丘駅 歩11分
京王線/仙川駅 歩18分
小田急線/喜多見駅 歩28分
","
築35年
3階建
","
											2階",5.2万円,-,5.2万円,-,1K,18m2
ハイム東つつじ,東京都調布市東つつじケ丘１,"
京王線/つつじヶ丘駅 歩6分
京王線/仙川駅 歩9分

","
築36年
2階建
","
											1階",3.9万円,1000円,3.9万円,-,ワンルーム,17.39m2
ジベルニー,東京都調布市入間町１,"
京王線/仙川駅 歩15分
京王線/つつじヶ丘駅 歩23分
小田急線/成城学園前駅 歩24分
","
築18年
2階建
","
											2階",6.5万円,2000円,6.5万円,6.5万円,1K,23.1m2
京王線 つつじヶ丘駅 地下1地上5階建 築35年,東京都調布市西つつじケ丘３,"
京王線/つつじヶ丘駅 歩2分
京王線/柴崎駅 歩11分
京王線/仙川駅 歩16分
","
築35年
地下1地上5階建
","
											2階",6.6万円,4000円,6.6万円,6.6万円,ワンルーム,18.5m2
京王線 つつじヶ丘駅 2階建 築38年,東京都調布市西つつじケ丘１,"
京王線/つつじヶ丘駅 歩9分
京王線/柴崎駅 歩10分
京王線/国領駅 歩22分
","
築38年
2階建
","
											2階",5万円,2000円,-,-,ワンルーム,16.3m2
京王線 つつじヶ丘駅 2階建 築38年,東京都調布市西つつじケ丘１,"
京王線/つつじヶ丘駅 歩9分
京王線/柴崎駅 歩10分
京王線/国領駅 歩22分
","
築38年
2階建
","
											2階",5万円,2000円,-,-,ワンルーム,16.3m2
ハイム南香里,東京都調布市菊野台３,"
京王線/柴崎駅 歩9分
京王線/つつじヶ丘駅 歩8分

","
築31年
2階建
","
											2階",5.5万円,-,5.5万円,-,ワンルーム,20m2
アクアコート調布I,東京都調布市調布ケ丘４,"
京王線/調布駅 歩13分
京王線/布田駅 歩15分
京王線/国領駅 歩18分
","
築36年
2階建
","
											2階",6万円,2000円,6万円,6万円,1DK,27.1m2
第一幸銀荘,東京都調布市調布ケ丘３,"
京王線/布田駅 歩11分
京王線/調布駅 歩15分
京王線/国領駅 歩15分
","
築29年
2階建
","
											1階",4.5万円,-,-,-,1K,20m2
第一幸銀荘,東京都調布市調布ケ丘３,"
京王線/布田駅 歩11分
京王線/調布駅 歩15分
京王線/国領駅 歩15分
","
築29年
2階建
","
											2階",4.5万円,-,4.5万円,4.5万円,1K,19.83m2
京王線 布田駅 2階建 築29年,東京都調布市調布ケ丘３,"
京王線/布田駅 歩11分
京王線/調布駅 歩15分
京王線/国領駅 歩15分
","
築29年
2階建
","
											2階",4.5万円,-,4.5万円,4.5万円,1K,19.83m2
コーポパーシモン,東京都調布市国領町６,"
京王線/布田駅 歩11分
京王線/国領駅 歩12分
京王線/調布駅 歩15分
","
築31年
2階建
","
											2階",5万円,3000円,-,-,1K,18.21m2
ハイム菊野台,東京都調布市菊野台１,"
京王線/柴崎駅 歩6分
京王線/国領駅 歩10分
京王線/布田駅 歩18分
","
築36年
3階建
","
											1階",3.8万円,-,3.8万円,3.8万円,ワンルーム,17.83m2
はっぴーはいむ布田２,東京都調布市国領町５,"
京王線/布田駅 歩5分
京王線/調布駅 歩12分
京王線/国領駅 歩13分
","
築34年
2階建
","
											1階",4万円,1000円,4万円,-,ワンルーム,14.5m2
京王線 仙川駅 3階建 築35年,東京都調布市緑ケ丘２,"
京王線/仙川駅 歩8分
京王線/つつじヶ丘駅 歩19分
京王線/千歳烏山駅 歩25分
","
築35年
3階建
","
											3階",5.5万円,-,-,5.5万円,ワンルーム,16.51m2
グリーンヒルズ,東京都調布市下石原２,"
京王線/調布駅 歩10分
京王線/西調布駅 歩10分
京王相模原線/京王多摩川駅 歩14分
","
築37年
2階建
","
											1階",5.2万円,3000円,5.2万円,-,1K,23.1m2
京王線 調布駅 2階建 築35年,東京都調布市布田５,"
京王線/調布駅 歩7分
京王相模原線/京王多摩川駅 歩14分
京王線/布田駅 歩13分
","
築35年
2階建
","
											2階",4.5万円,-,-,-,ワンルーム,15m2
京王線 国領駅 5階建 築57年,東京都調布市染地３,"
京王線/国領駅 歩16分
京王線/調布駅 バス12分 (バス停)公園前 歩2分
京王線/布田駅 歩17分
","
築57年
5階建
","
											1階",6.8万円,-,6.8万円,6.8万円,3DK,50.9m2
京王ハウス,東京都調布市緑ケ丘１,"
京王線/仙川駅 歩10分


","
築51年
2階建
","
											1階",5.5万円,-,5.5万円,-,2K,25.67m2
ロワイヤルリョクフウ,東京都調布市若葉町３,"
京王線/仙川駅 歩10分
京王線/つつじヶ丘駅 歩15分

","
築36年
3階建
","
											1階",5.3万円,-,5.3万円,-,1K,20m2
サンフラットつつじヶ丘,東京都調布市若葉町３,"
京王線/つつじヶ丘駅 歩10分
京王線/仙川駅 歩12分
京王線/柴崎駅 歩21分
","
築39年
3階建
","
											1階",6.1万円,2000円,6.1万円,-,1K,18.33m2
ハウスAMA,東京都調布市緑ケ丘１,"
京王線/仙川駅 歩13分
京王線/つつじヶ丘駅 歩19分

","
築31年
2階建
","
											2階",6.9万円,-,-,-,1K,27.94m2
京王線 調布駅 2階建 築36年,東京都調布市調布ケ丘１,"
京王線/調布駅 歩7分
京王線/布田駅 歩12分
京王線/国領駅 歩18分
","
築36年
2階建
","
											1階",4.7万円,2000円,4.7万円,-,ワンルーム,16.56m2
エクセルケー,東京都調布市国領町１,"
京王線/国領駅 歩3分
京王線/布田駅 歩9分
京王線/調布駅 歩18分
","
築33年
3階建
","
											1階",3.6万円,1000円,3.6万円,3.6万円,ワンルーム,15m2
京王線 調布駅 2階建 築36年,東京都調布市調布ケ丘４,"
京王線/調布駅 歩13分
京王線/西調布駅 歩25分
京王線/布田駅 歩23分
","
築36年
2階建
","
											2階",5.8万円,2000円,5.8万円,5.8万円,1DK,26.4m2
葵マンション,東京都調布市深大寺元町２,"
京王線/調布駅 歩18分
京王線/調布駅 バス6分 (バス停)中央道深大寺バス停下 歩4分
ＪＲ中央線/吉祥寺駅 バス32分 (バス停)中央道深大寺バス停下 歩4分
","
築51年
3階建
","
											2階",8.7万円,2000円,8.7万円,-,2SLDK,64.26m2
ライオンズマンション調布国領,東京都調布市国領町４,"
京王線/国領駅 歩10分
京王線/布田駅 歩14分
京王線/柴崎駅 歩22分
","
築33年
3階建
","
											2階",4.4万円,-,4.4万円,4.4万円,1K,16.8m2
京王線 国領駅 3階建 築33年,東京都調布市国領町４,"
京王線/国領駅 歩10分
京王線/布田駅 歩14分
京王線/柴崎駅 歩23分
","
築33年
3階建
","
											2階",4.4万円,-,4.4万円,4.4万円,1K,16.8m2
アイビイハイツ,東京都調布市布田５,"
京王線/調布駅 歩9分
京王相模原線/京王多摩川駅 歩12分
京王線/布田駅 歩15分
","
築40年
2階建
","
											2階",5.3万円,1000円,5.3万円,5.3万円,1K,18.61m2
メゾントコナミ,東京都調布市国領町１,"
京王線/布田駅 歩3分
京王線/調布駅 歩10分
京王線/国領駅 歩7分
","
築34年
4階建
","
											3階",5.3万円,-,5.3万円,5.3万円,ワンルーム,18.42m2
ヴィラガサッパ,東京都調布市東つつじケ丘１,"
京王線/仙川駅 歩8分


","
築39年
2階建
","
											1階",4万円,3000円,4万円,-,1K,16.5m2
京王線 仙川駅 2階建 築39年,東京都調布市東つつじケ丘１,"
京王線/仙川駅 歩8分


","
築39年
2階建
","
											1階",4万円,3000円,4万円,-,1K,16.5m2
サンメイツカモシタ,東京都調布市布田１,"
京王線/調布駅 歩1分
京王線/布田駅 歩8分
京王線/国領駅 歩16分
","
築40年
5階建
","
											4階",6万円,-,6万円,6万円,1K,21m2
サンライズ深大寺,東京都調布市深大寺北町２,"
京王線/調布駅 バス16分 (バス停)北ノ台小学校 歩4分
ＪＲ中央線/吉祥寺駅 バス25分 (バス停)北ノ台小学校 歩4分
ＪＲ中央線/三鷹駅 バス17分 (バス停)山野 歩7分
","
築30年
2階建
","
											2階",4万円,-,4万円,-,1K,18.3m2
京王線 国領駅 2階建 築37年,東京都調布市国領町４,"
京王線/国領駅 歩5分
京王線/布田駅 歩12分
京王線/柴崎駅 歩17分
","
築37年
2階建
","
											2階",4.6万円,3000円,-,-,ワンルーム,12.15m2
プレジール調布,東京都調布市国領町７,"
京王線/国領駅 歩10分
京王線/調布駅 歩24分
小田急線/狛江駅 歩30分
","
築34年
3階建
","
											2階",4.6万円,3000円,4.6万円,-,1K,20m2
コーポモガミ,東京都調布市国領町５,"
京王線/布田駅 歩3分
京王線/国領駅 歩7分
京王線/調布駅 歩13分
","
築43年
2階建
","
											2階",5.3万円,-,5.3万円,-,1K,19.8m2
ルーブル国領,東京都調布市国領町８,"
京王線/柴崎駅 歩11分
京王線/国領駅 歩15分
京王線/つつじヶ丘駅 歩18分
","
築33年
2階建
","
											1階",5.3万円,3000円,5.3万円,5.3万円,1K,16m2
ルーブル国領,東京都調布市国領町８,"
京王線/柴崎駅 歩11分
京王線/国領駅 歩15分
京王線/つつじヶ丘駅 歩18分
","
築33年
2階建
","
											1階",5.3万円,3000円,5.3万円,5.3万円,1K,14.4m2
クレスト飛田給,東京都調布市飛田給２,"
京王線/飛田給駅 歩8分
京王線/西調布駅 歩10分
京王線/武蔵野台駅 歩20分
","
築33年
3階建
","
											2階",4.7万円,2000円,4.7万円,4.7万円,ワンルーム,16.1m2
フェニックス,東京都調布市国領町４,"
京王線/国領駅 歩4分
京王線/布田駅 歩10分
京王線/柴崎駅 歩15分
","
築33年
2階建
","
											1階",4万円,1000円,4万円,4万円,ワンルーム,16m2
フェニックス,東京都調布市国領町４,"
京王線/国領駅 歩4分
京王線/布田駅 歩10分
京王線/柴崎駅 歩15分
","
築33年
2階建
","
											1階",4.2万円,1000円,4.2万円,4.2万円,ワンルーム,18m2
Ｎ－ハウス,東京都調布市下石原１,"
京王線/西調布駅 歩5分
京王線/調布駅 歩12分
京王線/飛田給駅 歩13分
","
築38年
2階建
","
											1階",4.8万円,-,4.8万円,-,ワンルーム,19.98m2
ピアつつじヶ丘,東京都調布市西つつじケ丘３,"
京王線/つつじヶ丘駅 歩4分
京王線/柴崎駅 歩12分
京王線/仙川駅 歩16分
","
築36年
5階建
","
											4階",5万円,5000円,-,-,ワンルーム,18.61m2
京王線 調布駅 4階建 築35年,東京都調布市下石原３,"
京王線/調布駅 歩20分
京王線/西調布駅 歩10分
京王相模原線/京王多摩川駅 歩10分
","
築35年
4階建
","
											2階",3.8万円,2000円,3.8万円,-,ワンルーム,16.5m2
京王線 調布駅 4階建 築35年,東京都調布市下石原３,"
京王線/調布駅 歩20分
京王線/西調布駅 歩10分
京王相模原線/京王多摩川駅 歩10分
","
築35年
4階建
","
											1階",4万円,-,4万円,-,ワンルーム,15m2
京王線 調布駅 4階建 築35年,東京都調布市下石原３,"
京王線/調布駅 歩20分
京王線/西調布駅 歩10分
京王相模原線/京王多摩川駅 歩10分
","
築35年
4階建
","
											1階",4.3万円,2000円,4.3万円,-,ワンルーム,15m2
京王線 調布駅 4階建 築35年,東京都調布市下石原３,"
京王線/調布駅 歩20分
京王線/西調布駅 歩10分
京王相模原線/京王多摩川駅 歩10分
","
築35年
4階建
","
											3階",4.3万円,2000円,4.3万円,-,ワンルーム,15m2
京王線 調布駅 4階建 築35年,東京都調布市下石原３,"
京王線/調布駅 歩20分
京王線/西調布駅 歩10分
京王相模原線/京王多摩川駅 歩10分
","
築35年
4階建
","
											1階",4.3万円,2000円,4.3万円,-,ワンルーム,15m2
京王線 調布駅 4階建 築35年,東京都調布市下石原３,"
京王線/調布駅 歩20分
京王線/西調布駅 歩10分
京王相模原線/京王多摩川駅 歩10分
","
築35年
4階建
","
											1階",5万円,-,5万円,-,ワンルーム,16.5m2
